User_ID,User_Name,User_Age,Gender,Country,TV_Show_Name,Genre,Platform,Watch_Time_Hours,Rating_Given_By_User,Watch_Frequency_Per_Week,Completion_Status,User_Satisfaction_Score,Cluster
1012.0,Karan Kumar,0.6818181818181818,Female,India,Bombay Begums,Sci-Fi,Disney+ Hotstar,29.5,0.18333333333333326,0.0,Dropped,0.3,2
1085.0,Pari Mehta,0.7272727272727273,Male,India,Criminal Justice,Romance,SonyLIV,19.0,0.3166666666666667,1.0,Ongoing,0.22,2
1026.0,Aadhya Chopra,0.1590909090909091,Male,India,Candy,Romance,SonyLIV,30.7,0.016666666666666607,0.6666666666666666,Ongoing,0.25,2
1104.0,Ira Joshi,0.6590909090909091,Male,India,Panchayat,Sci-Fi,JioCinema,45.7,0.9666666666666668,1.0,Dropped,0.9,1
1183.0,Ananya Singh,0.29545454545454547,Female,India,Inside Edge,Drama,Amazon Prime,49.9,0.5,1.0,Completed,0.7,1
1155.0,Arjun Chopra,0.18181818181818182,Male,India,Criminal Justice,Crime,Netflix,18.0,0.03333333333333336,0.6666666666666666,Ongoing,0.15,2
1168.0,Riya Gupta,0.4090909090909091,Female,India,Taj Mahal 1989,Romance,Amazon Prime,46.3,0.7833333333333332,0.16666666666666666,Ongoing,0.81,1
1009.0,Riya Chopra,0.9318181818181818,Male,India,Kota Factory,Romance,Disney+ Hotstar,12.5,0.6333333333333333,0.5,Dropped,0.2,0
1128.0,Krishna Verma,0.7272727272727273,Female,India,Mai,Sci-Fi,JioCinema,48.5,0.7666666666666666,0.6666666666666666,Ongoing,0.83,1
1083.0,Rohan Verma,0.5454545454545454,Female,India,Out of Love,Comedy,MX Player,13.2,0.09999999999999994,0.0,Completed,0.12,0
1077.0,Sai Verma,0.1590909090909091,Male,India,Criminal Justice,Sci-Fi,Netflix,21.6,0.9666666666666668,0.6666666666666666,Completed,0.42,2
1038.0,Vivaan Reddy,0.045454545454545456,Female,India,Delhi Crime,Drama,MX Player,48.3,0.2333333333333334,0.16666666666666666,Ongoing,0.52,1
1086.0,Ananya Patel,0.6136363636363636,Male,India,Breathe,Romance,Netflix,26.5,0.3,0.8333333333333334,Ongoing,0.31,2
1165.0,Krishna Chopra,0.38636363636363635,Male,India,Bard of Blood,Action,SonyLIV,20.3,0.9833333333333334,1.0,Dropped,0.4,2
1088.0,Pari Gupta,0.45454545454545453,Female,India,Rocket Boys,Thriller,Amazon Prime,11.7,0.45,0.5,Dropped,0.16,0
1069.0,Myra Gupta,0.7272727272727273,Male,India,The Freelancer,Thriller,Netflix,46.7,0.5,0.5,Dropped,0.65,1
1119.0,Pari Reddy,0.6363636363636364,Female,India,Duranga,Comedy,Amazon Prime,6.6,0.8000000000000002,0.0,Ongoing,0.12,0
1148.0,Aditya Sharma,0.3181818181818182,Male,India,Duranga,Action,Amazon Prime,42.3,0.6166666666666667,0.8333333333333334,Ongoing,0.65,1
1074.0,Pari Gupta,0.7727272727272727,Female,India,Delhi Crime,Romance,SonyLIV,11.6,0.6666666666666666,0.5,Dropped,0.19,0
1001.0,Karan Joshi,0.1590909090909091,Female,India,Suzhal,Romance,MX Player,20.8,0.75,0.3333333333333333,Completed,0.35,2
1070.0,Vivaan Joshi,0.045454545454545456,Male,India,Bard of Blood,Drama,Amazon Prime,27.4,0.18333333333333326,0.0,Dropped,0.28,2
1125.0,Aadhya Verma,0.5909090909090909,Female,India,Delhi Crime,Crime,MX Player,17.3,0.16666666666666666,0.16666666666666666,Ongoing,0.17,0
1130.0,Riya Sharma,0.6818181818181818,Male,India,Grahan,Romance,Netflix,2.6,0.8000000000000002,0.3333333333333333,Dropped,0.05,0
1061.0,Sai Verma,0.5454545454545454,Female,India,Rana Naidu,Action,JioCinema,4.3,0.1166666666666667,0.6666666666666666,Completed,0.04,0
1029.0,Aarav Singh,0.9090909090909091,Female,India,Rana Naidu,Drama,MX Player,23.7,0.8666666666666666,0.5,Completed,0.44,2
1069.0,Ira Mehta,0.25,Female,India,Grahan,Romance,Amazon Prime,47.7,0.9,0.16666666666666666,Ongoing,0.9,1
1035.0,Vivaan Sharma,0.6363636363636364,Female,India,Bombay Begums,Romance,MX Player,15.8,0.5833333333333334,0.8333333333333334,Dropped,0.24,0
1006.0,Ira Chopra,0.11363636363636363,Female,India,Bombay Begums,Drama,SonyLIV,34.3,0.65,0.8333333333333334,Completed,0.54,1
1070.0,Sara Patel,0.45454545454545453,Male,India,High,Sci-Fi,ZEE5,47.3,0.5499999999999999,1.0,Completed,0.69,1
1135.0,Sai Joshi,0.5909090909090909,Male,India,Grahan,Action,Netflix,47.4,1.0,0.5,Completed,0.95,1
1181.0,Ira Singh,0.8409090909090909,Male,India,Breathe,Crime,SonyLIV,41.9,0.4166666666666667,0.3333333333333333,Ongoing,0.54,1
1001.0,Aditya Singh,0.3409090909090909,Male,India,The Family Man,Sci-Fi,SonyLIV,10.7,0.6999999999999998,0.16666666666666666,Completed,0.18,0
1074.0,Sara Singh,0.8863636363636364,Male,India,Arya,Drama,Netflix,25.88611940298507,0.4333333333333333,0.8333333333333334,Completed,0.16,2
1037.0,Myra Kumar,0.045454545454545456,Male,India,Breathe,Romance,SonyLIV,29.9,0.5,0.6666666666666666,Dropped,0.42,2
1043.0,Vihaan Singh,0.045454545454545456,Female,India,Sacred Games,Action,ZEE5,3.4,0.2833333333333334,0.8333333333333334,Ongoing,0.04,0
1193.0,Krishna Patel,0.9090909090909091,Female,India,Arya,Crime,Netflix,21.3,0.04999999999999997,1.0,Dropped,0.18,2
1059.0,Pari Chopra,0.9545454545454546,Male,India,Undekhi,Thriller,Disney+ Hotstar,27.9,0.8666666666666666,1.0,Ongoing,0.51,2
1079.0,Aarav Verma,0.9090909090909091,Male,India,Taj Mahal 1989,Romance,MX Player,47.1,0.7166666666666668,0.16666666666666666,Ongoing,0.78,1
1131.0,Vihaan Mehta,0.4090909090909091,Male,India,Delhi Crime,Romance,Netflix,38.5,0.03333333333333336,0.6666666666666666,Completed,0.32,1
1075.0,Karan Patel,0.29545454545454547,Male,India,Criminal Justice,Crime,Disney+ Hotstar,43.4,0.8000000000000002,0.3333333333333333,Ongoing,0.76,1
1000.0,Sara Verma,0.6363636363636364,Female,India,The Freelancer,Comedy,Disney+ Hotstar,12.0,0.8333333333333334,0.8333333333333334,Dropped,0.22,0
1002.0,Anika Gupta,0.9318181818181818,Female,India,Special OPS,Comedy,JioCinema,50.0,0.8666666666666666,1.0,Completed,0.92,1
1065.0,Vivaan Kumar,0.5909090909090909,Female,India,High,Thriller,Netflix,22.2,0.6166666666666667,0.3333333333333333,Dropped,0.34,2
1134.0,Ananya Mehta,0.9772727272727273,Male,India,Duranga,Romance,Disney+ Hotstar,17.0,0.5166666666666666,0.8333333333333334,Dropped,0.24,0
1049.0,Ananya Sharma,0.18181818181818182,Male,India,Hostel Daze,Thriller,Netflix,15.1,0.7333333333333334,1.0,Ongoing,0.25,0
1143.0,Myra Kumar,0.25,Male,India,Class,Sci-Fi,Netflix,15.4,0.5666666666666668,0.5,Dropped,0.23,0
1196.0,Kiara Joshi,0.3409090909090909,Male,India,Bard of Blood,Comedy,SonyLIV,19.0,0.25,0.5,Dropped,0.21,2
1136.0,Arjun Gupta,0.6363636363636364,Male,India,Bard of Blood,Crime,SonyLIV,40.3,0.75,0.0,Dropped,0.69,1
1025.0,Diya Chopra,0.45454545454545453,Female,India,Paatal Lok,Romance,Disney+ Hotstar,22.4,0.500995024875622,0.6666666666666666,Completed,0.2,2
1125.0,Krishna Verma,0.22727272727272727,Female,India,The Family Man,Comedy,ZEE5,42.3,0.65,0.5,Dropped,0.67,1
1184.0,Myra Patel,0.045454545454545456,Female,India,Bandish Bandits,Romance,SonyLIV,15.1,0.6333333333333333,0.5,Dropped,0.24,0
1130.0,Karan Verma,0.3409090909090909,Female,India,Inside Edge,Action,ZEE5,29.4,0.2333333333333334,0.5,Completed,0.32,2
1135.0,Riya Singh,0.22727272727272727,Female,India,Rocket Boys,Comedy,Disney+ Hotstar,41.4,0.8166666666666668,0.3333333333333333,Ongoing,0.74,1
1104.0,Aarav Gupta,0.06818181818181818,Male,India,The Night Manager,Sci-Fi,Disney+ Hotstar,46.8,0.7166666666666668,1.0,Ongoing,0.78,1
1004.0,Ishaan Gupta,0.9545454545454546,Female,India,Made in Heaven,Comedy,Amazon Prime,32.9,0.08333333333333333,0.5,Completed,0.3,2
1056.0,Pari Chopra,0.7954545454545454,Female,India,Aspirants,Sci-Fi,JioCinema,31.6,0.8000000000000002,1.0,Ongoing,0.56,2
1071.0,Krishna Kumar,0.36363636363636365,Female,India,Farzi,Romance,MX Player,10.4,0.500995024875622,1.0,Completed,0.14,0
1094.0,Diya Kumar,0.4318181818181818,Male,India,Duranga,Action,Disney+ Hotstar,9.0,0.8166666666666668,0.8333333333333334,Ongoing,0.16,0
1160.0,Rohan Joshi,0.18181818181818182,Female,India,Ray,Romance,MX Player,25.9,0.016666666666666607,1.0,Dropped,0.21,2
1024.0,Sai Gupta,0.6818181818181818,Female,India,Candy,Crime,Netflix,2.9,0.3333333333333333,0.3333333333333333,Completed,0.03,0
1164.0,Vihaan Patel,0.18181818181818182,Male,India,Scam 1992,Thriller,Netflix,5.4,0.15000000000000005,0.16666666666666666,Completed,0.05,0
1008.0,Sara Singh,0.045454545454545456,Female,India,Class,Thriller,Netflix,38.8,0.75,0.5,Completed,0.66,1
1168.0,Aarav Kumar,0.4772727272727273,Male,India,Farzi,Thriller,ZEE5,16.8,0.9833333333333334,0.8333333333333334,Completed,0.33,0
1155.0,Sai Mehta,0.13636363636363635,Female,India,Mirzapur,Sci-Fi,Amazon Prime,21.5,0.6666666666666666,0.5,Dropped,0.34,2
1063.0,Ira Reddy,0.6136363636363636,Male,India,Out of Love,Romance,Disney+ Hotstar,6.0,0.6,0.8333333333333334,Dropped,0.09,0
1114.0,Pari Patel,0.6818181818181818,Female,India,Class,Romance,ZEE5,25.3,0.6999999999999998,0.16666666666666666,Dropped,0.41,2
1055.0,Kiara Verma,0.18181818181818182,Female,India,Grahan,Crime,Amazon Prime,2.5,0.09999999999999994,0.8333333333333334,Completed,0.02,0
1093.0,Aditya Patel,0.38636363636363635,Female,India,Class,Action,ZEE5,3.8,0.5,0.3333333333333333,Dropped,0.05,0
1094.0,Myra Verma,0.8409090909090909,Male,India,TVF Pitchers,Sci-Fi,MX Player,18.0,0.6666666666666666,0.8333333333333334,Dropped,0.29,2
1025.0,Anika Chopra,0.7954545454545454,Male,India,Duranga,Thriller,MX Player,28.1,0.06666666666666672,0.6666666666666666,Ongoing,0.25,2
1090.0,Vihaan Gupta,0.7727272727272727,Female,India,Kota Factory,Thriller,MX Player,2.8,0.9166666666666666,0.16666666666666666,Ongoing,0.05,0
1093.0,Myra Kumar,0.6136363636363636,Female,India,Bard of Blood,Drama,Netflix,2.0,0.7333333333333334,1.0,Dropped,0.03,0
1029.0,Karan Verma,0.9545454545454546,Female,India,Undekhi,Romance,SonyLIV,6.9,0.6666666666666666,1.0,Completed,0.11,0
1074.0,Ananya Reddy,0.4772727272727273,Female,India,Hostel Daze,Sci-Fi,Disney+ Hotstar,49.5,1.0,0.0,Ongoing,0.99,1
1071.0,Anika Patel,0.045454545454545456,Male,India,Mirzapur,Romance,ZEE5,31.3,0.21666666666666665,1.0,Ongoing,0.33,2
1148.0,Ira Singh,0.20454545454545456,Female,India,Made in Heaven,Action,Disney+ Hotstar,37.3,0.45,0.5,Ongoing,0.5,1
1133.0,Anika Mehta,0.2727272727272727,Female,India,Taj Mahal 1989,Comedy,Disney+ Hotstar,25.2,0.4833333333333334,1.0,Dropped,0.35,2
1160.0,Riya Gupta,0.045454545454545456,Female,India,Rana Naidu,Drama,Netflix,35.4,0.2666666666666666,0.5,Ongoing,0.4,1
1080.0,Vivaan Reddy,0.6136363636363636,Male,India,Special OPS,Thriller,Amazon Prime,4.2,0.9166666666666666,1.0,Completed,0.36208955223880596,0
1068.0,Ananya Sharma,0.8181818181818182,Female,India,Rocket Boys,Crime,SonyLIV,34.0,0.7166666666666668,0.6666666666666666,Dropped,0.56,1
1119.0,Sara Sharma,0.25,Female,India,High,Crime,MX Player,17.5,0.65,0.6666666666666666,Dropped,0.28,0
1085.0,Ishaan Patel,0.6590909090909091,Female,India,Panchayat,Thriller,ZEE5,40.1,0.3,0.3333333333333333,Completed,0.47,1
1051.0,Kiara Joshi,0.11363636363636363,Male,India,The Night Manager,Sci-Fi,Amazon Prime,33.5,0.500995024875622,0.5,Dropped,0.36,2
1070.0,Diya Chopra,0.06818181818181818,Female,India,Panchayat,Romance,SonyLIV,25.6,0.2666666666666666,0.16666666666666666,Completed,0.29,2
1119.0,Ishaan Verma,0.13636363636363635,Male,India,Aspirants,Thriller,SonyLIV,3.6,0.4166666666666667,0.5,Ongoing,0.05,0
1097.0,Sara Mehta,0.75,Female,India,Hostel Daze,Thriller,JioCinema,48.4,0.4666666666666666,0.3333333333333333,Ongoing,0.66,1
1007.0,Ananya Patel,0.8636363636363636,Female,India,Gullak,Sci-Fi,MX Player,27.1,0.9166666666666666,0.6666666666666666,Dropped,0.51,2
1069.0,Sai Patel,0.4090909090909091,Female,India,Breathe,Comedy,ZEE5,31.2,0.9,0.8333333333333334,Completed,0.59,2
1124.0,Arjun Patel,0.3409090909090909,Male,India,Suzhal,Thriller,SonyLIV,35.8,0.9833333333333334,0.0,Dropped,0.71,1
1094.0,Aditya Reddy,0.38636363636363635,Male,India,Sacred Games,Drama,SonyLIV,10.4,0.8333333333333334,0.6666666666666666,Dropped,0.19,0
1093.0,Aadhya Chopra,0.6818181818181818,Female,India,Suzhal,Crime,Amazon Prime,12.6,0.5,1.0,Completed,0.18,0
1000.0,Sai Verma,0.09090909090909091,Female,India,Special OPS,Thriller,ZEE5,22.1,0.5499999999999999,1.0,Completed,0.32,2
1157.0,Riya Reddy,0.8181818181818182,Female,India,Breathe,Drama,Disney+ Hotstar,23.5,0.7833333333333332,0.0,Dropped,0.41,2
1156.0,Aditya Patel,0.5681818181818182,Male,India,Paatal Lok,Action,Amazon Prime,47.0,0.3166666666666667,0.8333333333333334,Ongoing,0.55,1
1148.0,Pari Gupta,0.6136363636363636,Male,India,Bard of Blood,Sci-Fi,Amazon Prime,48.9,0.2333333333333334,0.3333333333333333,Dropped,0.36208955223880596,1
1143.0,Vivaan Sharma,0.18181818181818182,Female,India,Taj Mahal 1989,Drama,ZEE5,7.9,0.9499999999999998,0.5,Ongoing,0.15,0
1200.0,Aadhya Verma,0.9545454545454546,Female,India,The Family Man,Thriller,JioCinema,9.8,0.6333333333333333,1.0,Completed,0.15,0
1052.0,Riya Chopra,0.4090909090909091,Female,India,Scam 1992,Thriller,Disney+ Hotstar,37.0,0.9833333333333334,0.16666666666666666,Ongoing,0.73,1
1046.0,Anika Kumar,0.09090909090909091,Female,India,Undekhi,Sci-Fi,Amazon Prime,36.7,0.03333333333333336,0.8333333333333334,Completed,0.31,1
1179.0,Ishaan Chopra,0.22727272727272727,Female,India,Scam 1992,Sci-Fi,Amazon Prime,13.3,0.8166666666666668,0.0,Completed,0.24,0
1191.0,Arjun Chopra,0.9545454545454546,Female,India,Out of Love,Romance,Disney+ Hotstar,15.2,0.8000000000000002,0.16666666666666666,Ongoing,0.27,0
1119.0,Vihaan Kumar,0.5,Female,India,Suzhal,Romance,SonyLIV,20.2,0.7333333333333334,0.8333333333333334,Dropped,0.34,2
1048.0,Aarav Singh,0.9090909090909091,Female,India,Duranga,Romance,MX Player,42.9,0.9333333333333332,0.8333333333333334,Dropped,0.82,1
1147.0,Vihaan Patel,0.5681818181818182,Male,India,Suzhal,Crime,SonyLIV,30.9,0.09999999999999994,0.3333333333333333,Dropped,0.28,2
1098.0,Ira Kumar,0.09090909090909091,Male,India,Paatal Lok,Thriller,Netflix,5.9,0.4166666666666667,0.8333333333333334,Dropped,0.08,0
1012.0,Aditya Mehta,0.4318181818181818,Female,India,TVF Pitchers,Romance,Netflix,18.5,0.016666666666666607,0.16666666666666666,Completed,0.15,2
1123.0,Pari Chopra,0.9318181818181818,Female,India,High,Romance,ZEE5,14.7,0.7833333333333332,0.8333333333333334,Completed,0.26,0
1136.0,Aarav Kumar,0.9090909090909091,Male,India,Taj Mahal 1989,Romance,ZEE5,33.1,0.20000000000000004,0.6666666666666666,Completed,0.34,2
1147.0,Kiara Joshi,0.022727272727272728,Female,India,Grahan,Crime,MX Player,20.9,0.7333333333333334,0.3333333333333333,Completed,0.35,2
1054.0,Aadhya Reddy,0.36363636363636365,Female,India,Inside Edge,Sci-Fi,JioCinema,45.5,0.4166666666666667,0.8333333333333334,Ongoing,0.59,1
1028.0,Rohan Singh,0.8636363636363636,Female,India,Delhi Crime,Sci-Fi,ZEE5,34.0,0.5499999999999999,1.0,Dropped,0.5,1
1035.0,Diya Mehta,0.2727272727272727,Female,India,Hostel Daze,Drama,ZEE5,27.8,0.5333333333333333,1.0,Completed,0.4,2
1101.0,Anika Mehta,1.0,Male,India,The Night Manager,Crime,Netflix,5.5,0.85,0.6666666666666666,Dropped,0.1,0
1061.0,Vihaan Verma,0.36363636363636365,Female,India,Asur,Thriller,JioCinema,11.7,0.8166666666666668,0.8333333333333334,Ongoing,0.21,0
1136.0,Ishaan Mehta,0.4318181818181818,Male,India,Farzi,Crime,ZEE5,37.7,0.20000000000000004,0.16666666666666666,Completed,0.39,1
1179.0,Riya Verma,0.7727272727272727,Female,India,Duranga,Action,MX Player,31.4,0.016666666666666607,0.6666666666666666,Completed,0.26,2
1182.0,Riya Sharma,0.13636363636363635,Female,India,High,Crime,Netflix,48.4,0.8833333333333334,1.0,Dropped,0.36208955223880596,1
1079.0,Arjun Patel,0.8863636363636364,Female,India,Bandish Bandits,Romance,Disney+ Hotstar,33.0,0.6833333333333332,0.16666666666666666,Dropped,0.53,2
1115.0,Vivaan Singh,0.7045454545454546,Female,India,Rocket Boys,Action,Amazon Prime,29.6,0.5333333333333333,0.5,Completed,0.43,2
1133.0,Aarav Patel,0.3181818181818182,Male,India,The Freelancer,Crime,Disney+ Hotstar,38.2,0.65,0.0,Ongoing,0.6,1
1127.0,Riya Verma,0.8409090909090909,Male,India,Gullak,Drama,Netflix,32.0,0.1333333333333333,0.16666666666666666,Dropped,0.31,2
1096.0,Kiara Gupta,0.4090909090909091,Female,India,Criminal Justice,Thriller,Disney+ Hotstar,25.4,0.6166666666666667,0.3333333333333333,Dropped,0.39,2
1072.0,Aarav Mehta,0.13636363636363635,Male,India,Panchayat,Crime,MX Player,14.1,0.9,0.5,Dropped,0.27,0
1032.0,Riya Kumar,0.3409090909090909,Male,India,The Family Man,Crime,JioCinema,26.3,0.6833333333333332,1.0,Dropped,0.43,2
1049.0,Ira Kumar,0.4772727272727273,Male,India,Delhi Crime,Drama,Netflix,36.1,0.8166666666666668,0.8333333333333334,Completed,0.64,1
1191.0,Aditya Joshi,0.6818181818181818,Male,India,Sacred Games,Thriller,MX Player,6.1,0.4166666666666667,0.3333333333333333,Completed,0.08,0
1160.0,Krishna Verma,0.4318181818181818,Female,India,Taaza Khabar,Sci-Fi,ZEE5,3.5,0.03333333333333336,0.8333333333333334,Completed,0.03,0
1141.0,Rohan Patel,1.0,Male,India,Rana Naidu,Drama,ZEE5,21.5,0.6,0.5,Dropped,0.33,2
1065.0,Karan Chopra,0.4318181818181818,Male,India,Taaza Khabar,Comedy,SonyLIV,35.6,0.9333333333333332,0.3333333333333333,Completed,0.68,1
1042.0,Kiara Sharma,0.36363636363636365,Male,India,Mai,Crime,Netflix,7.5,0.5,0.8333333333333334,Ongoing,0.1,0
1039.0,Aarav Singh,0.36363636363636365,Male,India,Special OPS,Romance,Amazon Prime,45.1,0.7833333333333332,0.5,Dropped,0.78,1
1109.0,Aarav Sharma,0.25,Female,India,Mai,Thriller,ZEE5,17.1,0.09999999999999994,0.5,Completed,0.16,0
1188.0,Diya Joshi,0.4772727272727273,Female,India,Out of Love,Action,MX Player,47.7,0.8666666666666666,1.0,Dropped,0.88,1
1136.0,Vihaan Joshi,0.09090909090909091,Female,India,High,Sci-Fi,MX Player,31.6,0.45,1.0,Dropped,0.42,2
1163.0,Ananya Joshi,0.3409090909090909,Male,India,Panchayat,Action,SonyLIV,18.8,0.8666666666666666,1.0,Ongoing,0.35,2
1167.0,Vivaan Singh,0.9545454545454546,Female,India,Suzhal,Sci-Fi,Disney+ Hotstar,8.2,0.09999999999999994,1.0,Ongoing,0.08,0
1093.0,Arjun Gupta,0.1590909090909091,Male,India,Delhi Crime,Drama,SonyLIV,23.2,0.4833333333333334,0.3333333333333333,Ongoing,0.32,2
1044.0,Pari Joshi,0.29545454545454547,Male,India,The Night Manager,Sci-Fi,Disney+ Hotstar,7.8,0.20000000000000004,0.5,Dropped,0.08,0
1103.0,Aadhya Chopra,0.7272727272727273,Female,India,Mai,Romance,MX Player,14.9,0.3333333333333333,0.0,Ongoing,0.18,0
1131.0,Kiara Singh,0.0,Male,India,Khakee: The Bihar Chapter,Action,ZEE5,10.2,0.6833333333333332,0.16666666666666666,Dropped,0.17,0
1170.0,Ananya Gupta,0.9772727272727273,Male,India,Rocket Boys,Drama,Disney+ Hotstar,6.1,0.04999999999999997,0.3333333333333333,Completed,0.05,0
1080.0,Arjun Reddy,0.11363636363636363,Male,India,Delhi Crime,Romance,MX Player,12.4,0.9,1.0,Ongoing,0.23,0
1163.0,Krishna Patel,0.0,Male,India,Bard of Blood,Comedy,Amazon Prime,18.1,0.7166666666666668,0.5,Ongoing,0.3,2
1150.0,Vihaan Mehta,0.5,Female,India,Breathe,Action,Netflix,10.7,0.04999999999999997,0.0,Ongoing,0.09,0
1073.0,Aadhya Mehta,0.5227272727272727,Male,India,Candy,Action,Disney+ Hotstar,36.8,0.4000000000000001,0.8333333333333334,Dropped,0.47,1
1173.0,Ishaan Chopra,0.7272727272727273,Male,India,Arya,Drama,Amazon Prime,14.4,0.7333333333333334,0.6666666666666666,Dropped,0.24,0
1150.0,Pari Chopra,0.75,Male,India,Mirzapur,Romance,Amazon Prime,5.5,1.0,0.8333333333333334,Ongoing,0.11,0
1176.0,Aarav Gupta,0.7272727272727273,Female,India,Aspirants,Sci-Fi,ZEE5,12.7,0.2833333333333334,0.5,Dropped,0.14,0
1064.0,Ananya Sharma,0.38636363636363635,Female,India,Bombay Begums,Romance,JioCinema,23.4,0.6666666666666666,0.0,Ongoing,0.37,2
1028.0,Krishna Mehta,0.75,Female,India,Bard of Blood,Comedy,Amazon Prime,4.4,0.5833333333333334,0.6666666666666666,Ongoing,0.07,0
1109.0,Ishaan Patel,0.8181818181818182,Male,India,Special OPS,Crime,ZEE5,17.6,0.75,0.5,Dropped,0.3,2
1045.0,Vivaan Sharma,0.7954545454545454,Female,India,Scam 1992,Drama,Netflix,33.7,0.9499999999999998,0.0,Ongoing,0.65,1
1016.0,Krishna Joshi,0.5227272727272727,Male,India,Taj Mahal 1989,Drama,Netflix,30.9,0.3499999999999999,0.6666666666666666,Ongoing,0.38,2
1176.0,Rohan Patel,0.6363636363636364,Female,India,The Freelancer,Sci-Fi,ZEE5,30.9,0.7666666666666666,0.16666666666666666,Completed,0.53,2
1155.0,Aadhya Sharma,0.5,Male,India,Paatal Lok,Drama,ZEE5,15.8,0.18333333333333326,0.8333333333333334,Ongoing,0.16,0
1125.0,Karan Mehta,0.13636363636363635,Male,India,Rana Naidu,Drama,Amazon Prime,35.2,0.9,1.0,Dropped,0.66,1
1088.0,Sai Kumar,0.11363636363636363,Female,India,Special OPS,Comedy,Netflix,13.5,0.7833333333333332,0.3333333333333333,Dropped,0.23,0
1190.0,Ira Chopra,0.8409090909090909,Female,India,Bandish Bandits,Comedy,Netflix,48.0,0.16666666666666666,0.5,Completed,0.48,1
1024.0,Sara Mehta,0.18181818181818182,Male,India,Taaza Khabar,Romance,ZEE5,10.2,0.6999999999999998,0.5,Completed,0.17,0
1188.0,Vivaan Sharma,0.5,Female,India,Panchayat,Action,Amazon Prime,17.1,0.3833333333333333,0.5,Ongoing,0.22,0
1166.0,Kiara Singh,0.75,Female,India,TVF Pitchers,Romance,JioCinema,14.2,0.6166666666666667,0.8333333333333334,Completed,0.22,0
1169.0,Ishaan Chopra,0.75,Male,India,Gullak,Comedy,JioCinema,48.7,0.4000000000000001,0.3333333333333333,Completed,0.62,1
1003.0,Myra Sharma,0.8636363636363636,Female,India,TVF Pitchers,Comedy,Amazon Prime,29.9,0.1166666666666667,0.6666666666666666,Ongoing,0.28,2
1004.0,Aditya Chopra,0.7954545454545454,Female,India,Suzhal,Comedy,Amazon Prime,8.9,0.06666666666666672,0.3333333333333333,Completed,0.36208955223880596,0
1120.0,Aarav Patel,0.09090909090909091,Female,India,Duranga,Comedy,ZEE5,18.2,0.16666666666666666,0.16666666666666666,Dropped,0.18,2
1198.0,Aditya Joshi,0.5227272727272727,Male,India,Hostel Daze,Drama,Disney+ Hotstar,20.2,0.2666666666666666,0.0,Completed,0.23,2
